Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Brutto,Netto,Place
BEL,8553,Paul Gorremans,Marie-Pierre Gorremans,VVWA,19,38,29,41,[DNC 60],187,127,37
GER,8721,Martin Seikel,Norbert Becker,PSVK,[39],25,39,30,33,166,127,38
FRA,8521,Jean-Louis Guibbal,Matthieu Guibbal,CTVP,[44],33,42,28,34,181,137,39
FRA,8623,Eric Brun,Dominique Rouanne,YCCav,25,[47],27,46,40,185,138,40
GER,8788,Karsten Lahrs,Peter Gerdts,HYC,39,44,[48],25,30,186,138,41
GER,8712,Siegfried Labenz,Christian Labenz,SVWu,38,26,[53],40,35,192,139,42
FRA,8709,Jean-Baptiste Dupont,Thibault Di Pède,AS,32,37,41,34,[47],191,144,43
FRA,8742,Philippe Noclain,Jean-Pierre Noclain,CVA,[49],34,40,36,37,196,147,44
FRA,8748,Yoann Hertel,Gilles Carvallo,,28,[55],50,45,44,222,167,45
GER,8327,Dirk Frank,Stefan Kempf,SCS,52,52,38,29,[DNC 60],231,171,46
FRA,8688,Bernard Blondy,Roger Chabaud,CVA,52,39,44,[57],41,233,176,47
GER,8654,Nikolaus Jägersberg,Wolfgang Hiltscher,SCLW,40,[48],45,48,45,226,178,48
FRA,8444,Pierre Guibbal,Patrick Delmur,,[50],46,49,38,48,231,181,49
GER,8418,Heike Winchenbach,Christoph Klein,SKBUe,[59],49,43,54,39,244,185,50
GER,8108,Thorge Holm,Tobias Küter,BCN,[53],41,51,47,46,238,185,51
GER,8607,Antje Paulsen,Björn Schaar,BSV,51,45,47,[53],53,249,196,52
GER,8071,Elke Schott,Harald Schott,SVS,45,53,52,49,[54],253,199,53
FRA,6340,Bernard Peiffert,Didier Peiffert,,56,51,[59],43,50,259,200,54
FRA,8761,Marc Riot,Jean-Philippe Ducros,CNVC,[DNC 60],50,58,51,42,261,201,55
GER,8530,Alexander von Mertens,Pia Wiesbauer,StSC,[57],42,54,55,52,260,203,56
FRA,8733,Michel Boiry,Jean-Claude Ancelot,CVP,[59],54,56,52,51,272,213,57
FRA,8704,Christian Martenot,Marie Lafortune,CVSP,53,[DNC 60],59,56,49,277,217,58
GER,8375,Thorsten Koch,Franziska Koch,SCLW,55,56,57,[DNC 60],DNC 60,288,228,59
