,2000 M,,Stijn,Oyen,BEL,
,2000 M,,Toon,Van Assche,BEL,
,2001 M,,Jeroen,Smeets,BEL,
,2014,,Jan Sch,Lesinger,GER,
,2018 M,,Conall,Hansford,AUS,
,2018 M,,Reeve,Dunn,AUS,
,2018 M,,Robert,Korybut-Daszkiewicz,POL,
,2018 M,USAPV14,Paul,Von Grey,USA,
,2018 M,,Wilhelm,Johannisson,SWE,
3316,,,Björn ,Arnesson,SWE,
3991,,,Ulf,Andersson,SWE,
4079,,,Hugh Bourn,Bourn,GBR,
4315,,,Karl-Erik Nilsson,Nilsson,SWE,
4639,,FRAMB47,Marcel ,Buffet,FRA,
4949,,,Magnus Olsson,Olsson,SWE,
5059,,USADS160,Dennis ,Surtees,USA,
5089,,,Peter White,White,GBR,
5099,,GBRPC64,Peter ,Colclough,GBR,
5101,,,Christer,Bath,SWE,
5281,,,Michael ,Lazzaro,USA,
5896,,,Ole ,Paulsen,GER,BSV
6230,,,,Thompson,USA,
6230,,USAPV14,Paul,Von Grey,USA,
6499,,,Angus ,Brackett,USA,
6765,,,Peter ,Croft,AUS,
6786,,,Hendrik,Reinhardt,GER,SVSF
6808,,,,De Vita,USA,
6816,,,Andreas ,Jungclaus,GER,HSC
6817,,,Ralf,Schneidewind,GER,
6819,,,Ian,Taylor,AUS,
6821,,,William,Pevear,USA,
6931,,,Stine,Cacavas,USA,
6934,,,,Grimes,USA,
6984,,,Antoine ,Laussu,USA,
6987,,,Lauren,Abramson,USA,
6991,,,,Nelson,USA,
6992,,,,Wheeler,USA,
7035,,,Michael ,Köritz,GER,SVO
7037,,,Jaroslaw ,Górski,POL,SKZ
7048,,,Gesche,Kohlberg,GER,WVH
7062,,,Peter ,Scott,USA,
7068,,,Mike ,Coe,USA,
7092,,,Kenny,Elliot,USA,
7092,,,,Tihansky,USA,
7093,,,Charles ,Fulmer,USA,
7093,,,,Reynolds,USA,
7093,,USAEB5,Ethan ,Bixby,USA,
7094,,,Jennifer ,Lawson,USA,
7095,,,John,Hayley,CAN,
7096,,,Allan,Staley,USA,
7096,,,Bryan,Largay,USA,
7099,,,Christian ,Dechamplain,CAN,
7099,,,,Davidge,CAN,
7110,,,Jesse ,Corlett,USA,
7110,,,,Nelson,USA,
7150,,,Ian,Torrie,CAN,
7156,,,Aaron ,Ross,USA,
7156,,,Aaron,Ross,USA,
7200,,USAAM,Alexander,Meller,USA,
7200,,USAAM,Alexander,Meller,USA,W.RIVER SC
7201,,,John ,Billings,USA,
7201,,USADT31,Daniel,Thompson,USA,
7201,,USAHH22,Howard ,Hamlin,USA,
7206,,,Christian,Pittack,USA,
7286,,,Thomas,Funke,RSA,T YC
7318,,,Mike,Zani,USA,
7338,,,Paul ,Greenhalgh,AUS,
7343,,,Kalle ,Nilsson,SWE,GKSS
7343,,,Kalle,Nilsson,SWE,
7346,,,John ,Loe,USA,
7346,,,R.Latene,Montgue,USA,
7358,,,Michael,Breault,USA,
7453,,,Louis ,Wrede,SWE,
7507,,,Karin,Storm,SWE,
7539,,,Kuba ,Pawluk,POL,
7544,,,Peter ,Halliwell,GBR,
7566,,,Olav,Schluter,GBR,DWSC
7584,,,Mark ,Felling,GER,WSCKM
7605,,,Renka,Gesing,CAN,
7611,,,John ,Turney,USA,
7613,,,Joe,Keating,USA,
7661,,,Christina ,Höll,GER,HSC
7667,,,Scott,Olsen,AUS,
7667,,,Sven,Flood,SWE,
7674,,,Torben,Koch,GER,
7685,,,Graham,Alexander,USA,
7771,,,Kevin ,Taugher,USA,
7771,,,Kevin,Taugher,USA,
7771,,USAAB117,Andy,Beeckman,USA,
7771,,USAHH22,Howard,Hamlin,USA,
7773,,,,Billings,USA,
7773,,,Nick,Adamson,USA,
7774,,,Paul,Tara,USA,
7784,,,Thomas ,Held,FIN,NSK
7784,,,Thomas,Held,FIN,
7789,,,Brett ,Townsend,GBR,
7791,,,Richard,Peck,USA,
7796,,,Mark ,Ashby,CAN,
7824,,,Erkka,Ikonen,FIN,V-71
7830,,,Jake ,Flintoff,AUS,
7833,,,Johan,Heander,SWE,
7860,,,Detlef,Bräuer,GER,
7861,,,Katharina,Menge,GER,
7873,,,Ellen,Ablow,USA,
7873,,,Mark ,Dowdy,USA,
7875,,,Jeff ,Miller,USA,
7875,,,Jeff,Miller,USA,
7876,,,Brandon,Charif,USA,
7877,,,Kirk ,Twardowski,USA,
7877,,,Steve,Anderes,USA,
7885,,,Jari ,Makela,FIN,
7900,,,Felix ,Heibeck,GER,KSW
7922,,,Olle,Martonen,FIN,W SF
7946,,,Martin,Kehr,GER,BSC
7956,,,Fritjof ,Sunesson,SWE,DOMSANDS B
7959,,,Scott,Salter,CAN,
7970,,,Nils ,Burghard,GER,SCLW
7983,,,David ,Johnson,AUS,
8012,,USAHA3,Henry,Amthor,USA,
8013,,,Mike,Punnett,USA,
8017,,,Derek ,Campbell,USA,
8018,,,,Hauser,USA,
8018,,,Stevios,Papadakis,USA,
8024,,,David,Chatham,USA,
8038,,,Adrian,Kiely,AUS,
8040,,,Robin ,Cross,AUS,
8049,,,Matthias ,Tellen,GER,
8050,,GBRPC64,Peter,Colclough,GBR,
8052,,,Juergen,Feuerhake,GER,
8053,,,Petri,Ebeling,FIN,
8059,,,Tim,Wadlow,USA,
8060,,,Adam,Bookman,CAN,
8071,,,Michael,Wonterghem,DEN,
8072,,,Chris,Marwood,IRL,
8077,,,Catherine,Houriet,SUI,
8081,,,Barney,Harris,USA,
8081,,,Nick ,Adamson,USA,
8082,,,Jakob,Thomasen,DEN,
8082,,,Kim G. ,Christensen,DEN,AARHUS YC
8083,,,Neal,Fowler,USA,
8084,,,Aaron ,Ross,USA,
8084,,,,Flam,USA,
8084,,,Rob,Waterman,USA,
8085,,,Rene,De La Rie,USA,
8092,,,Bill ,Travis,AUS,
8094,,,Jacob,Thomasen,DEN,KDY
8095,,GBRIP9,Ian ,Pinnell,GBR,
8097,,ITAMG87,Marco,Giraldi,ITA,
8097,,ITAMG87,Marco,Giraldi,ITA,UVM
8105,,,Karsten,Contag,GER,SCLW
8108,,,Thorge,Holm,GER,BOH-YC
8120,,,Jacques ,Armengaud,FRA,
8127,,,Kristine,Koenig,GER,BSV
8173,93,,Brian,Pike,AUS,
8173,,,Bob ,Fussell,AUS,
8173,,,Tom,Brewer,AUS,
8185,,,Nathan,Rosenberg,AUS,
8190,,,Larry,Rosenfield,USA,
8191,,USAMN6,Macy ,Nelson,USA,W.RIVER SC
8191,,USAMN6,Macy,Nelson,USA,
8192,,,Philip ,Cragg,CAN,
8192,,,Philip,Cragg,CAN,
8194,,,Tom,Kivney,USA,
8221,,,Luke,Rhodes,AUS,
8222,,,Johan,Arvedson,SWE,
8228,,,Gunilla,Berg,SWE,
8231,,,Ian ,Pavey,GBR,
8232,,,Jonas,Christiansen,DEN,
8232,,SWEER3,Ebbe ,Rosén ,SWE,
8232,,SWEER3,Ebbe ,Rosén ,SWE,MKS
8234,,,Shaun ,Seear,GBR,
8237,,,Richard,Rowe,GBR,
8242,,GBRMU8,Mark ,Upton Brown,GBR,
8245,,,Charlie ,Dore,USA,
8257,,,Peter,Andersson,SWE,
8263,,USAAM,Alexander,Meller,USA,
8264,,,Jeff ,Boyd,CAN,
8264,,,Jeff,Boyd,CAN,
8266,,,John ,Gray,USA,
8266,,USABE1,Bruce,Edwards,USA,
8266,,USAHH22,Howard ,Hamlin,USA,
8266,,USAHH22,Howard ,Hamlin,USA,NHYC
8266,,USAHH22,Howard,Hamlin,USA,
8266,,USAHH22,Howie ,Hamlin,USA,
8266,,USAHH22,Howie,Hamlin,USA,
8277,,,John ,Mclean,AUS,
8278,,AUSLP4,Luke ,Payne,AUS,
8279,,,Olivier,Koch,GER,SCBO
8292,,,Mark ,Scrymgour,AUS,
8305,,,Tony ,Power,GBR,
8311,,,,Bradly,GBR,
8311,,,Chris,Yindra,USA,
8317,,,Hartwig ,Friedrichs,GER,WSCW
8317,,,Hartwig,Friederichs,GER,
8320,,,Tatu,Miettinen,FIN,
8321,,0389165F,Bertrand,Loyal,FRA,
8327,,,Dirk,Frank,GER,SCS 87
8330,,,Lars ,Espersen,DEN,RS
8333,,,Torsten,Trümper,GER,SCS 78
8335,,,Helmut,Madeheim,GER,PBYC
8335,,,Niklas,Beckvid,SWE,
8335,,,Roger ,Rachuba,GER,SC STEUWT.
8342,,AUSTK17,Terry ,Kyrwood,AUS,
8346,,,Jürg ,Weber,SUI,SVT
8352,,,Benoit ,Raucent,BEL,
8357,,,Michael ,O'brien,IRL,
8360,,,Pierre,"Saint-Cyr,",CAN,
8365,,,Andreas ,Lehmann,GER,VSW
8370,,,Karsten,Stuempel,GER,HSC
8376,,,Volker,Niedick,GER,BSV
8378,,,Martin ,Hodgson,GBR,Stone SC
8378,,,Martin,Hodgson,GBR,
8381,,,Steve,Adams,GBR,
8384,,,Charlie ,Stewart,GBR,
8385,,,Martin ,Bernauer,GER,CNFT
8388,,,Wolffram,Peter,GER,YCF
8389,,,Georg ,Mittermayer,SWE,SÖSS
8391,,,Michael,Nolan,NZL,Queen Mary SC
8392,,,Konrad Barop,Barop,GER,RSV
8392,,,Martin ,Seikel,GER,PSVK
8395,,,Paul ,Mitchell,AUS,
8395,,,Tim,Jeans,AUS,
8396,,,Sam,Cronin,AUS,
8402,,FRAPB55,Phillippe ,Boite,FRA,
8402,,,Loic,Bleuez,FRA,VARMER
8405,,,Raimo,Raita,FIN,V-71
8406,90,,Bronwen,Klaas,RSA,
8406,,,Neil,Long,AUS,
8408,,,Ewen ,Barry,IRL,
8410,,,Clarissa,Bush,CAN,
8411,,,Bill ,Jenkins,USA,
8411,,,Bill,Jenkins,USA,
8414,,,Stefan ,Worm,GER,SCR
8416,,,Gabriel ,Schonau Hansen,DEN,K S
8418,,,Jan ,Sell,GER,
8418,,,Jan,Sell,GER,TuSF
8419,,,Steve,Perkins,GBR,
8419,,,Stuart,Turnbull,GBR,
8426,,,Marcel,Plüss,SUI,SVT
8427,,,Jan,Eriksson,SWE,NSS
8429,,GBRRN3,Rob,Napier,GBR,
8429,,GBRRN3,Rob,Napier,GBR,H.LORDS YC
8429,,,Michael,Ennis,IRL,
8433,,DENJS4,Jorgen,Schonherr,DEN,
8435,,GBRPM65,Patrick ,Mcgale,GBR,
8435,,GBRPM65,Patrick ,Mcgale,GBR,Queen Mary SC
8436,,,Dominique,Gauvin,FRA,CN H.SEINE
8437,,,Sebastian ,Schröder,GER,WSV1921
8438,,,John,Wyles,USA,
8440,,,Mikkel ,Christiansen,DEN,AS
8440,,,Mikkel,Christiansen,DEN,
8440,,,Per ,Larsen,DEN,
8441,,,Olav ,Schluter,USA,
8441,,,Rainer ,Gerdes,GER,SSCK
8442,,,Hugh,Morrin,CAN,
8444,,,Christian,Lippi,FRA,SR LEHAVRE
8444,,,Pierre ,Guibbal,FRA,
8445,,,Kyle,Klaas,RSA,
8445,,,Patrick ,Mccosh,ZIM,
8450,,,Juergen,Feuerhake,GER,YCSB
8452,,,Pierre,Soulier,FRA,YC CARNAC
8453,,,Kane,Sinclair,USA,
8455,,FRAMB47,Marcel ,Buffet,FRA,
8455,,FRAMB47,Marcel ,Buffet,FRA,CDLV PARIS
8460,,,John ,Driscoll,GBR,
8460,,,Martin,Goult,GBR,
8463,,,Hanjo Dr. ,Petersohn,GER,DSCU
8466,,,Niediek,Volker,GER,
8466,,,Sampsa,Hyysalo,FIN,
8466,,,Volker,Niediek,GER,BSV
8467,,,Chris,Romans,GBR,
8470,,,Oliver,Schürmann,GER,
8470,,,Roberto,Steinke,GER,YCW
8471,,,Alexander,Ham,RSA,
8474,,,Chris,Thorne,GBR,
8474,,,Chris,Thorne,GBR,PORTISH.SC
8475,,,Axel,Hampe,SWE,DTYC
8476,,DENJS1,Jan ,Saugmann,DEN,HILLEROD S
8476,,,Erik,Strandmark,SWE,
8478,,,Malte ,Christophersen,GER,KAR
8478,,,Volker ,Görge,GER,TSV SCHILK
8481,,FRAPB55,Phillippe ,Boite,FRA,CVM
8481,,GBRCH46,Chips,Howarth  ,GBR,
8481,,,Peter,Funke,RSA,
8484,,,Philippe,Blanchard,FRA,AC D'A-LOR
8490,,,Ben ,Farren-Price,GBR,
8494,,,Dave ,Cahn,USA,SFYC
8495,,,Jesper Legind ,Larsen,DEN,HS
8497,,,Bill ,Oliver,GBR,
8497,,,Roger,Deane,GBR,
8498,,,Jonathon,Ross,AUS,
8500,,,Jens,Kühne,GER,
8500,,,Lutz,Kandzia,GER,ASV-HBG
8501,,,Heath ,Patten,AUS,
8505,,,Adalbert ,Kluck,GER,TSVS
8507,,,Benjamin ,Großkurth,GER,SCLW
8508,,,Mathieu ,Devaux,FRA,
8510,,,Andrew ,Thorp,GBR,
8510,,GBRIB2,Ian,Barker,GBR,
8510,,GBRMW56,Martin,Wedge,GBR,
8510,,GBRMW56,Martin,Wedge,GBR,RBYC
8513,,,Sven,Dömges,GER,
8514,,,Ben ,Jones,GBR,
8517,,,Tobias ,Kollmann,GER,KYC
8519,,,Robert ,Wisolek,GER,SCLW
8520,,RSARH7,Rudolph,Holm,RSA,
8520,,RSARH7,Rudolph,Holm,RSA,P SC
8521,,GBRPT35,Paul,Towers,GBR,Burton SC
8521,,,Jean-Louis ,Guibbal,FRA,
8522,,,Carsten ,Engel,GER,P-S KOBLNZ
8522,,,Hannes,Lehning,GER,SWE
8523,,,Ayden,Menzies,AUS,
