Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4","Race 5","Race 6",Brutto,Netto,Place
GER,8127,"Kristine König","Thilo König",BSV,39,32,32,41,"DNC 57","DNC 57",258,,41
GER,8691,"Günther Böckle","Frank Heimburger",SSCM,41,26,44,37,"DNC 57","DNC 57",262,,42
GER,8734,"Jan Behrendt","Stefan Thurmann",NRV,42,46,40,27,"DNC 57","DNC 57",269,,43
GER,8741,"Hans-Christian Schwieger","Jörg Siebert",NRV,35,50,41,33,"DNC 57","DNC 57",273,,44
GER,8505,"Adalbert Kluck","Gerhard Schmidt",TSVS,49,45,43,26,"DNC 57","DNC 57",277,,45
GER,8601,"Christian Koch","Karsten Steinbach",TSVS,46,42,37,42,"DNC 57","DNC 57",281,,46
GER,8563,"Klaus Heeschen","Gerrit Haaland",WSCW,44,38,"DNC 57",31,"DNC 57","DNC 57",284,,47
GER,8450,"Jürgen Feuerhake","Christoph Klein",YCSb,47,40,46,43,"DNC 57","DNC 57",290,,48
GER,7764,"Jan Sell","Wiebke Gewinn",TUSF,48,41,45,45,"DNC 57","DNC 57",293,,49
GER,8470,"Bernd Lenz","Roland Herrmann",SLRV,54,49,48,46,"DNC 57","DNC 57",311,,50
GER,8458,"Christiane Giefers","Jens Krause",SVPB,50,"DNF 57",47,44,"DNC 57","DNC 57",312,,51
GER,8065,"Jonas von Weidenberg","Stefan Lührs",SCE,51,"DNF 57",49,47,"DNC 57","DNC 57",318,,52
GER,7451,"Thomas Cramer","Pepe Wellner",,56,"DNF 57",50,48,"DNC 57","DNC 57",325,,53
GER,8392,"Konrad Barop","Justus Rauno",RSV,52,51,"DNC 57","DNC 57","DNC 57","DNC 57",331,,54
GER,8324,"Philipp Weber","Holger Becker",SVSS,53,"DNF 57","DNC 57","DNC 57","DNC 57","DNC 57",338,,55
GER,7996,"Carsten Vessbach","Heiko Flack",,55,"DNF 57","DNF 57","DNC 57","DNC 57","DNC 57",340,,56
